CustomerID,Recency,Quantity,UnitPrice,TotalPrice,ItemsInCart,CouponUsed,OrderCompleted,Product_Chair,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Cash,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Cancelled,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Email,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral,Cluster
C70495,389,2,57.07,114.14,3,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,4
C92407,731,3,557.41,1672.23,4,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,7
C75888,568,3,448.9,1346.7,7,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,4
C63153,637,4,549.76,2199.04,4,1,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,7
C85863,493,3,132.48,397.4399999999999,4,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,4
C71698,45,5,489.37,2446.85,8,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,6
C35397,38,5,66.31,331.55,7,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,4
C67687,723,2,434.3,868.6,7,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7
C29931,636,4,153.09,612.36,4,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,5
C59139,50,5,91.67,458.35,9,1,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,2
C66078,638,4,275.28,1101.12,9,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,6
C88370,813,2,139.95,279.9,5,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,8
C93375,339,3,148.72,446.16,7,1,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1
C53049,577,2,563.06,1126.12,6,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0
C55590,194,1,625.51,625.51,1,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4
C47086,692,4,152.29,609.16,6,1,0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,3
C48646,382,5,231.82,1159.1,6,1,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,7
C29416,156,1,150.17,150.17,1,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0
C13525,383,3,70.93,212.79,5,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2
C53545,733,3,361.39,1084.17,8,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,6
C65986,365,5,670.48,3352.4,5,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0
C17302,707,1,359.99,359.99,5,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,3
C18404,854,5,674.04,3370.2,7,1,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2
C88371,188,4,283.16,1132.64,6,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1
C38068,394,5,260.53,1302.65,5,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,6
C78724,808,3,422.13,1266.39,7,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,7
C26163,363,5,125.02,625.1,9,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,6
C87124,441,1,198.51,198.51,5,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3
C90348,462,4,224.75,899.0,7,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,7
C58721,120,3,205.86,617.58,4,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,2
C88174,550,1,18.2,18.2,4,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0
C77763,764,3,502.77,1508.31,8,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2
C53627,601,5,305.49,1527.45,10,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,3
C84563,447,2,236.33,472.66,3,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,4
C76207,800,5,521.25,2606.25,8,0,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
C94671,281,1,167.15,167.15,5,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,2
C69994,7,5,466.42,2332.1,5,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,8
C64638,856,1,527.57,527.57,3,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,4
C95623,117,3,623.34,1870.02,3,1,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,2
C24751,572,5,501.26,2506.3,10,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2
C31764,207,1,655.09,655.09,6,0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
C83556,514,4,264.79,1059.16,5,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,4
C24369,475,3,359.73,1079.19,7,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,0
C39648,579,1,465.33,465.33,2,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,5
C13296,759,2,54.41,108.82,6,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1
C94248,136,1,64.66,64.66,4,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,5
C26637,670,5,173.96,869.8000000000001,8,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1
C16012,95,1,630.82,630.82,5,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,5
C31772,721,1,693.41,693.41,4,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,3
C18353,28,3,433.33,1299.99,4,1,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,2
C26966,787,5,374.58,1872.9,10,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,4
C74982,724,5,408.56,2042.8,8,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,7
C70633,450,2,183.67,367.34,3,1,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2
C95643,753,4,606.57,2426.28,5,1,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,7
C53810,390,4,589.57,2358.28,8,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
C53464,367,5,659.85,3299.25,9,1,1,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,7
C53697,735,4,206.84,827.36,5,1,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,8
C31668,403,5,113.87,569.35,6,1,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0
C85282,585,5,628.74,3143.7,9,1,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,3
C56796,137,1,678.38,678.38,4,1,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,3
C95213,872,3,602.24,1806.72,8,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,4
C13108,432,5,658.77,3293.85,10,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0
C85322,792,3,271.02,813.06,6,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,8
C43545,191,5,375.25,1876.25,9,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,8
C80649,59,1,312.11,312.11,4,1,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,3
C59752,908,5,307.76,1538.8,9,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,3
C53645,137,3,483.53,1450.59,4,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1
C60178,911,3,341.15,1023.45,4,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
C20286,288,1,571.9,571.9,1,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,8
C87547,166,4,95.03,380.12,8,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,8
C64549,677,5,201.22,1006.1,6,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,8
C24884,344,1,260.26,260.26,5,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,8
C62666,516,5,64.5,322.5,8,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
C47284,283,3,297.67,893.01,6,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,3
C35355,437,4,331.9,1327.6,5,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,4
C29467,755,1,191.76,191.76,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1
C26718,152,4,263.09,1052.36,8,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,4
C18944,893,4,393.8,1575.2,7,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1
C35628,219,3,553.57,1660.71,4,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,1
C56851,609,5,191.63,958.15,6,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,7
C12421,795,1,93.02,93.02,4,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,2
C25316,369,2,39.53,79.06,3,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,4
C22657,551,3,633.97,1901.91,7,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,4
C29703,562,4,697.5,2790.0,7,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,6
C55996,718,5,508.69,2543.45,10,1,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7
C60037,166,2,527.46,1054.92,3,1,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0
C95100,489,1,627.2,627.2,1,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,5
C39906,352,1,75.01,75.01,3,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,4
C70148,727,5,529.55,2647.75,10,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,6
C30010,67,3,127.41,382.23,7,1,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,5
C99217,578,5,287.13,1435.65,10,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,2
C30184,642,1,427.06,427.06,1,1,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,8
C50275,300,5,53.93,269.65,7,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,3
C64641,541,5,423.93,2119.65,5,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2
C56266,276,4,160.22,640.88,9,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,6
C98635,83,1,538.68,538.68,6,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,4
C83026,814,5,337.38,1686.9,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,4
C28893,233,1,620.21,620.21,1,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2
C45482,845,2,99.1,198.2,6,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,5
C97774,156,4,451.97,1807.88,7,1,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,8
C11657,569,4,66.1,264.4,9,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2
C85993,688,4,547.32,2189.28,8,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
C11906,181,3,412.53,1237.59,6,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,4
C45187,734,5,84.13,420.65,9,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,7
C37375,530,2,518.23,1036.46,5,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,2
C66567,377,2,39.51,79.02,5,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,6
C42451,81,5,133.01,665.05,10,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,2
C13923,632,1,118.8,118.8,6,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,5
C11829,58,2,139.57,279.14,4,1,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,5
C62169,86,1,184.15,184.15,5,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,1
C20881,714,2,644.05,1288.1,5,1,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,0
C44492,616,5,55.41,277.05,5,0,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,0
C74169,902,1,310.93,310.93,3,0,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,4
C70999,440,2,216.66,433.32,6,1,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,2
C11921,214,1,452.7,452.7,5,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,3
C50683,625,2,288.21,576.42,5,0,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,1
C76140,757,4,206.6,826.4,6,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,3
C94311,346,4,685.2,2740.8,6,1,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,4
C49491,811,5,22.94,114.7,10,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1
C40648,845,2,301.88,603.76,5,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0
C40967,107,5,57.45,287.25,10,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,8
C25406,195,1,161.24,161.24,3,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,6
C77085,217,4,262.58,1050.32,8,1,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1
C38126,194,4,515.19,2060.76,9,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,4
C87448,755,1,450.07,450.07,6,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,3
C62312,268,1,52.54,52.54,6,1,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,4
C58443,666,2,424.32,848.64,6,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,2
C36613,675,3,631.64,1894.92,3,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,8
C73893,618,5,327.68,1638.4,6,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,4
C48601,766,1,414.47,414.47,3,1,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,4
C14568,871,4,221.33,885.32,5,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,0
C63378,439,1,512.39,512.39,2,1,1,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,5
C77800,179,3,459.34,1378.02,3,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2
C91155,296,1,146.32,146.32,4,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,2
C60215,238,4,83.6,334.4,4,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,6
C52915,566,2,328.54,657.08,6,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,4
C72588,421,5,314.94,1574.7,8,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
C61668,413,2,69.64,139.28,6,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
C79508,388,1,135.17,135.17,6,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,4
C94569,465,1,487.21,487.21,3,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,5
C89592,622,5,509.58,2547.9,6,1,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,7
C48207,450,2,416.81,833.62,2,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4
C16776,666,2,160.0,320.0,4,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
C91518,309,3,253.05,759.1500000000001,3,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2
C36408,533,5,615.1,3075.5,10,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,8
C14837,822,1,183.18,183.18,6,1,0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,8
C36467,709,1,75.78,75.78,5,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4
C15017,60,1,675.57,675.57,1,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,2
C54759,216,1,109.29,109.29,5,1,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
C58341,462,1,639.83,639.83,2,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3
C94479,736,5,62.81,314.05,9,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,6
C50236,37,4,615.83,2463.32,4,1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,6
C31412,364,4,510.58,2042.32,7,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,8
C90142,342,1,334.39,334.39,2,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,6
C83548,268,1,144.25,144.25,2,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0
C29697,388,1,401.82,401.82,5,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,2
C22991,92,1,252.68,252.68,1,0,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,3
C25276,767,5,662.78,3313.9,9,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0
C39176,840,4,434.42,1737.68,6,1,0,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,2
C58773,491,5,513.49,2567.45,8,0,0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,4
C37412,714,1,432.47,432.47,4,1,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,5
C36492,305,1,45.94,45.94,2,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,6
C90110,10,1,418.36,418.36,5,1,1,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,5
C13877,583,5,676.98,3384.9,5,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
C25149,641,4,263.62,1054.48,5,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,2
C52717,73,5,551.27,2756.35,7,1,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,6
C60029,907,3,508.12,1524.36,8,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1
C28552,126,2,14.93,29.86,4,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,1
C72293,594,3,229.34,688.02,6,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,4
C29844,73,2,438.62,877.24,3,1,0,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2
C77872,533,2,513.59,1027.18,4,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,3
C56564,118,2,253.74,507.48,5,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,3
C16758,242,3,62.77,188.31,6,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2
C87011,864,4,25.29,101.16,8,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,8
C21147,746,1,335.1,335.1,6,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,1
C94568,800,4,484.85,1939.4,5,1,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,7
C35852,121,3,381.41,1144.23,6,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,8
C66462,895,5,347.92,1739.6,6,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3
C29092,398,4,15.01,60.04,6,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1
C46651,700,3,404.79,1214.37,6,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
C88981,879,4,611.26,2445.04,5,1,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,4
C40136,845,3,346.52,1039.56,3,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,4
C81573,208,1,36.65,36.65,1,1,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1
C11940,665,3,149.34,448.02,7,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,2
C50097,344,5,467.81,2339.05,10,0,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,1
C98168,908,5,420.7,2103.5,5,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3
C39074,615,5,606.52,3032.6,6,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0
C84908,154,1,420.26,420.26,4,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,3
C64516,713,3,505.79,1517.37,3,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0
C63827,26,4,493.73,1974.92,6,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,3
C93618,109,3,201.21,603.63,3,1,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,4
C93948,250,3,112.29,336.87,6,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,4
C73961,720,4,132.56,530.24,8,1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
C18138,817,3,539.46,1618.38,4,1,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,4
C79475,450,5,508.59,2542.95,8,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0
C88546,513,4,203.46,813.84,7,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,6
C69332,773,3,565.25,1695.75,7,1,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,8
C64554,670,3,136.84,410.52,4,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2
C11676,20,2,464.5,929.0,2,1,0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,8
C36014,751,2,434.97,869.94,7,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,4
